pincode,post_office_name,district,state,delivery_status
232491,PO Kanpur 491,Kanpur,Uttar Pradesh,Delivery
232111,PO Kanpur 111,Kanpur,Uttar Pradesh,Delivery
233076,PO Lucknow 76,Lucknow,Uttar Pradesh,Delivery
233152,PO Lucknow 152,Lucknow,Uttar Pradesh,Delivery
233640,PO Allahabad 640,Allahabad,Uttar Pradesh,Delivery
233730,PO Varanasi 730,Varanasi,Uttar Pradesh,Delivery
233612,PO Meerut 612,Meerut,Uttar Pradesh,Delivery
234102,PO Allahabad 102,Allahabad,Uttar Pradesh,Delivery
234671,PO Allahabad 671,Allahabad,Uttar Pradesh,Delivery
234565,PO Allahabad 565,Allahabad,Uttar Pradesh,Delivery
234441,PO Kanpur 441,Kanpur,Uttar Pradesh,Delivery
234424,PO Varanasi 424,Varanasi,Uttar Pradesh,Delivery
235426,PO Allahabad 426,Allahabad,Uttar Pradesh,Delivery
235438,PO Varanasi 438,Varanasi,Uttar Pradesh,Delivery
235384,PO Agra 384,Agra,Uttar Pradesh,Delivery
235486,PO Lucknow 486,Lucknow,Uttar Pradesh,Delivery
235088,PO Lucknow 88,Lucknow,Uttar Pradesh,Delivery
236832,PO Agra 832,Agra,Uttar Pradesh,Delivery
236601,PO Meerut 601,Meerut,Uttar Pradesh,Delivery
236687,PO Lucknow 687,Lucknow,Uttar Pradesh,Delivery
236895,PO Allahabad 895,Allahabad,Uttar Pradesh,Delivery
237889,PO Allahabad 889,Allahabad,Uttar Pradesh,Delivery
237295,PO Meerut 295,Meerut,Uttar Pradesh,Delivery
237107,PO Meerut 107,Meerut,Uttar Pradesh,Delivery
237159,PO Allahabad 159,Allahabad,Uttar Pradesh,Delivery
237868,PO Lucknow 868,Lucknow,Uttar Pradesh,Delivery
238118,PO Varanasi 118,Varanasi,Uttar Pradesh,Delivery
238827,PO Kanpur 827,Kanpur,Uttar Pradesh,Delivery
238998,PO Meerut 998,Meerut,Uttar Pradesh,Delivery
238659,PO Meerut 659,Meerut,Uttar Pradesh,Non-Delivery
239030,PO Agra 30,Agra,Uttar Pradesh,Delivery
239781,PO Varanasi 781,Varanasi,Uttar Pradesh,Delivery
239360,PO Lucknow 360,Lucknow,Uttar Pradesh,Delivery
239147,PO Meerut 147,Meerut,Uttar Pradesh,Delivery
240146,PO Allahabad 146,Allahabad,Uttar Pradesh,Delivery
240032,PO Lucknow 32,Lucknow,Uttar Pradesh,Delivery
241386,PO Kanpur 386,Kanpur,Uttar Pradesh,Delivery
241162,PO Varanasi 162,Varanasi,Uttar Pradesh,Delivery
241333,PO Meerut 333,Meerut,Uttar Pradesh,Delivery
242160,PO Agra 160,Agra,Uttar Pradesh,Delivery
242051,PO Allahabad 51,Allahabad,Uttar Pradesh,Delivery
243678,PO Kanpur 678,Kanpur,Uttar Pradesh,Delivery
243453,PO Kanpur 453,Kanpur,Uttar Pradesh,Delivery
243774,PO Meerut 774,Meerut,Uttar Pradesh,Delivery
243441,PO Lucknow 441,Lucknow,Uttar Pradesh,Delivery
243695,PO Meerut 695,Meerut,Uttar Pradesh,Delivery
244047,PO Agra 47,Agra,Uttar Pradesh,Delivery
244614,PO Lucknow 614,Lucknow,Uttar Pradesh,Non-Delivery
244309,PO Agra 309,Agra,Uttar Pradesh,Delivery
244783,PO Varanasi 783,Varanasi,Uttar Pradesh,Delivery
245008,PO Kanpur 8,Kanpur,Uttar Pradesh,Delivery
245180,PO Agra 180,Agra,Uttar Pradesh,Delivery
246513,PO Meerut 513,Meerut,Uttar Pradesh,Delivery
246826,PO Varanasi 826,Varanasi,Uttar Pradesh,Delivery
246883,PO Allahabad 883,Allahabad,Uttar Pradesh,Non-Delivery
247471,PO Lucknow 471,Lucknow,Uttar Pradesh,Delivery
247590,PO Kanpur 590,Kanpur,Uttar Pradesh,Delivery
248297,PO Lucknow 297,Lucknow,Uttar Pradesh,Delivery
248990,PO Varanasi 990,Varanasi,Uttar Pradesh,Delivery
248971,PO Meerut 971,Meerut,Uttar Pradesh,Delivery
248707,PO Varanasi 707,Varanasi,Uttar Pradesh,Delivery
248865,PO Lucknow 865,Lucknow,Uttar Pradesh,Delivery
249537,PO Lucknow 537,Lucknow,Uttar Pradesh,Delivery
249318,PO Allahabad 318,Allahabad,Uttar Pradesh,Delivery
249342,PO Agra 342,Agra,Uttar Pradesh,Delivery
249649,PO Lucknow 649,Lucknow,Uttar Pradesh,Delivery
249199,PO Varanasi 199,Varanasi,Uttar Pradesh,Delivery
250242,PO Lucknow 242,Lucknow,Uttar Pradesh,Delivery
250203,PO Agra 203,Agra,Uttar Pradesh,Delivery
250779,PO Allahabad 779,Allahabad,Uttar Pradesh,Delivery
251476,PO Meerut 476,Meerut,Uttar Pradesh,Delivery
251460,PO Allahabad 460,Allahabad,Uttar Pradesh,Delivery
251579,PO Allahabad 579,Allahabad,Uttar Pradesh,Delivery
251640,PO Varanasi 640,Varanasi,Uttar Pradesh,Delivery
251643,PO Varanasi 643,Varanasi,Uttar Pradesh,Delivery
252481,PO Kanpur 481,Kanpur,Uttar Pradesh,Delivery
252816,PO Varanasi 816,Varanasi,Uttar Pradesh,Delivery
253520,PO Lucknow 520,Lucknow,Uttar Pradesh,Delivery
253463,PO Lucknow 463,Lucknow,Uttar Pradesh,Delivery
253852,PO Varanasi 852,Varanasi,Uttar Pradesh,Delivery
253885,PO Lucknow 885,Lucknow,Uttar Pradesh,Delivery
254474,PO Meerut 474,Meerut,Uttar Pradesh,Delivery
254811,PO Allahabad 811,Allahabad,Uttar Pradesh,Delivery
254461,PO Meerut 461,Meerut,Uttar Pradesh,Delivery
254330,PO Meerut 330,Meerut,Uttar Pradesh,Delivery
254155,PO Lucknow 155,Lucknow,Uttar Pradesh,Delivery
255732,PO Lucknow 732,Lucknow,Uttar Pradesh,Delivery
255177,PO Lucknow 177,Lucknow,Uttar Pradesh,Delivery
255449,PO Kanpur 449,Kanpur,Uttar Pradesh,Delivery
255625,PO Agra 625,Agra,Uttar Pradesh,Delivery
256397,PO Kanpur 397,Kanpur,Uttar Pradesh,Delivery
256696,PO Meerut 696,Meerut,Uttar Pradesh,Delivery
256647,PO Allahabad 647,Allahabad,Uttar Pradesh,Delivery
256338,PO Lucknow 338,Lucknow,Uttar Pradesh,Delivery
257291,PO Varanasi 291,Varanasi,Uttar Pradesh,Delivery
257673,PO Meerut 673,Meerut,Uttar Pradesh,Delivery
257342,PO Lucknow 342,Lucknow,Uttar Pradesh,Delivery
257145,PO Varanasi 145,Varanasi,Uttar Pradesh,Delivery
257672,PO Allahabad 672,Allahabad,Uttar Pradesh,Delivery
258610,PO Allahabad 610,Allahabad,Uttar Pradesh,Delivery
258318,PO Meerut 318,Meerut,Uttar Pradesh,Delivery
258811,PO Varanasi 811,Varanasi,Uttar Pradesh,Delivery
259662,PO Allahabad 662,Allahabad,Uttar Pradesh,Delivery
259371,PO Lucknow 371,Lucknow,Uttar Pradesh,Delivery
260974,PO Agra 974,Agra,Uttar Pradesh,Delivery
260785,PO Kanpur 785,Kanpur,Uttar Pradesh,Delivery
260141,PO Agra 141,Agra,Uttar Pradesh,Delivery
261520,PO Meerut 520,Meerut,Uttar Pradesh,Delivery
261905,PO Meerut 905,Meerut,Uttar Pradesh,Non-Delivery
262898,PO Meerut 898,Meerut,Uttar Pradesh,Delivery
262386,PO Agra 386,Agra,Uttar Pradesh,Delivery
262852,PO Allahabad 852,Allahabad,Uttar Pradesh,Delivery
262829,PO Agra 829,Agra,Uttar Pradesh,Delivery
263421,PO Varanasi 421,Varanasi,Uttar Pradesh,Delivery
263244,PO Kanpur 244,Kanpur,Uttar Pradesh,Delivery
264240,PO Meerut 240,Meerut,Uttar Pradesh,Delivery
264989,PO Kanpur 989,Kanpur,Uttar Pradesh,Delivery
264199,PO Varanasi 199,Varanasi,Uttar Pradesh,Delivery
264585,PO Kanpur 585,Kanpur,Uttar Pradesh,Delivery
264289,PO Kanpur 289,Kanpur,Uttar Pradesh,Delivery
265990,PO Agra 990,Agra,Uttar Pradesh,Delivery
265821,PO Meerut 821,Meerut,Uttar Pradesh,Delivery
265257,PO Lucknow 257,Lucknow,Uttar Pradesh,Delivery
265896,PO Varanasi 896,Varanasi,Uttar Pradesh,Delivery
265106,PO Allahabad 106,Allahabad,Uttar Pradesh,Delivery
266292,PO Lucknow 292,Lucknow,Uttar Pradesh,Delivery
266280,PO Kanpur 280,Kanpur,Uttar Pradesh,Delivery
267851,PO Kanpur 851,Kanpur,Uttar Pradesh,Delivery
267933,PO Agra 933,Agra,Uttar Pradesh,Delivery
267906,PO Varanasi 906,Varanasi,Uttar Pradesh,Delivery
268055,PO Kanpur 55,Kanpur,Uttar Pradesh,Delivery
268242,PO Kanpur 242,Kanpur,Uttar Pradesh,Delivery
268384,PO Agra 384,Agra,Uttar Pradesh,Non-Delivery
268954,PO Lucknow 954,Lucknow,Uttar Pradesh,Delivery
268666,PO Varanasi 666,Varanasi,Uttar Pradesh,Delivery
269040,PO Varanasi 40,Varanasi,Uttar Pradesh,Delivery
269484,PO Allahabad 484,Allahabad,Uttar Pradesh,Delivery
269778,PO Allahabad 778,Allahabad,Uttar Pradesh,Delivery
270928,PO Lucknow 928,Lucknow,Uttar Pradesh,Non-Delivery
270221,PO Agra 221,Agra,Uttar Pradesh,Delivery
271114,PO Varanasi 114,Varanasi,Uttar Pradesh,Delivery
271125,PO Lucknow 125,Lucknow,Uttar Pradesh,Delivery
271655,PO Meerut 655,Meerut,Uttar Pradesh,Delivery
271017,PO Allahabad 17,Allahabad,Uttar Pradesh,Delivery
272736,PO Agra 736,Agra,Uttar Pradesh,Delivery
272002,PO Meerut 2,Meerut,Uttar Pradesh,Delivery
272585,PO Kanpur 585,Kanpur,Uttar Pradesh,Delivery
273537,PO Varanasi 537,Varanasi,Uttar Pradesh,Delivery
273539,PO Meerut 539,Meerut,Uttar Pradesh,Delivery
274400,PO Kanpur 400,Kanpur,Uttar Pradesh,Non-Delivery
274397,PO Varanasi 397,Varanasi,Uttar Pradesh,Delivery
275366,PO Lucknow 366,Lucknow,Uttar Pradesh,Delivery
275751,PO Allahabad 751,Allahabad,Uttar Pradesh,Delivery
276137,PO Lucknow 137,Lucknow,Uttar Pradesh,Delivery
276347,PO Allahabad 347,Allahabad,Uttar Pradesh,Delivery
276798,PO Allahabad 798,Allahabad,Uttar Pradesh,Delivery
276713,PO Kanpur 713,Kanpur,Uttar Pradesh,Delivery
277065,PO Allahabad 65,Allahabad,Uttar Pradesh,Delivery
277469,PO Lucknow 469,Lucknow,Uttar Pradesh,Delivery
277045,PO Agra 45,Agra,Uttar Pradesh,Delivery
278956,PO Varanasi 956,Varanasi,Uttar Pradesh,Delivery
278835,PO Meerut 835,Meerut,Uttar Pradesh,Delivery
278038,PO Allahabad 38,Allahabad,Uttar Pradesh,Delivery
278366,PO Lucknow 366,Lucknow,Uttar Pradesh,Delivery
279280,PO Lucknow 280,Lucknow,Uttar Pradesh,Delivery
279448,PO Kanpur 448,Kanpur,Uttar Pradesh,Delivery
279917,PO Kanpur 917,Kanpur,Uttar Pradesh,Delivery
279192,PO Kanpur 192,Kanpur,Uttar Pradesh,Delivery
280947,PO Meerut 947,Meerut,Uttar Pradesh,Delivery
280085,PO Allahabad 85,Allahabad,Uttar Pradesh,Delivery
280441,PO Meerut 441,Meerut,Uttar Pradesh,Delivery
280185,PO Meerut 185,Meerut,Uttar Pradesh,Delivery
281082,PO Varanasi 82,Varanasi,Uttar Pradesh,Delivery
281314,PO Kanpur 314,Kanpur,Uttar Pradesh,Delivery
282171,PO Allahabad 171,Allahabad,Uttar Pradesh,Delivery
282458,PO Lucknow 458,Lucknow,Uttar Pradesh,Delivery
282934,PO Varanasi 934,Varanasi,Uttar Pradesh,Delivery
282446,PO Varanasi 446,Varanasi,Uttar Pradesh,Delivery
282811,PO Lucknow 811,Lucknow,Uttar Pradesh,Delivery
283373,PO Meerut 373,Meerut,Uttar Pradesh,Delivery
283696,PO Agra 696,Agra,Uttar Pradesh,Delivery
283147,PO Meerut 147,Meerut,Uttar Pradesh,Delivery
283449,PO Lucknow 449,Lucknow,Uttar Pradesh,Delivery
283242,PO Allahabad 242,Allahabad,Uttar Pradesh,Delivery
284973,PO Meerut 973,Meerut,Uttar Pradesh,Non-Delivery
284158,PO Allahabad 158,Allahabad,Uttar Pradesh,Delivery
284380,PO Varanasi 380,Varanasi,Uttar Pradesh,Delivery
284079,PO Meerut 79,Meerut,Uttar Pradesh,Delivery
284376,PO Kanpur 376,Kanpur,Uttar Pradesh,Delivery
285256,PO Lucknow 256,Lucknow,Uttar Pradesh,Non-Delivery
285191,PO Kanpur 191,Kanpur,Uttar Pradesh,Delivery
285936,PO Meerut 936,Meerut,Uttar Pradesh,Delivery
285794,PO Varanasi 794,Varanasi,Uttar Pradesh,Delivery
301627,PO Udaipur 627,Udaipur,Rajasthan,Delivery
301503,PO Jodhpur 503,Jodhpur,Rajasthan,Delivery
301874,PO Jaipur 874,Jaipur,Rajasthan,Delivery
302090,PO Udaipur 90,Udaipur,Rajasthan,Delivery
302727,PO Jaipur 727,Jaipur,Rajasthan,Delivery
302298,PO Udaipur 298,Udaipur,Rajasthan,Delivery
302729,PO Jodhpur 729,Jodhpur,Rajasthan,Delivery
302521,PO Jodhpur 521,Jodhpur,Rajasthan,Delivery
303812,PO Jodhpur 812,Jodhpur,Rajasthan,Delivery
303506,PO Jaipur 506,Jaipur,Rajasthan,Delivery
303587,PO Udaipur 587,Udaipur,Rajasthan,Delivery
304627,PO Jaipur 627,Jaipur,Rajasthan,Delivery
304408,PO Kota 408,Kota,Rajasthan,Delivery
304788,PO Kota 788,Kota,Rajasthan,Delivery
305129,PO Udaipur 129,Udaipur,Rajasthan,Delivery
305461,PO Kota 461,Kota,Rajasthan,Delivery
306132,PO Ajmer 132,Ajmer,Rajasthan,Delivery
306187,PO Jodhpur 187,Jodhpur,Rajasthan,Delivery
306933,PO Jaipur 933,Jaipur,Rajasthan,Delivery
306531,PO Jodhpur 531,Jodhpur,Rajasthan,Delivery
307331,PO Jodhpur 331,Jodhpur,Rajasthan,Delivery
307964,PO Ajmer 964,Ajmer,Rajasthan,Delivery
307867,PO Jaipur 867,Jaipur,Rajasthan,Delivery
308129,PO Udaipur 129,Udaipur,Rajasthan,Delivery
308096,PO Ajmer 96,Ajmer,Rajasthan,Delivery
308607,PO Ajmer 607,Ajmer,Rajasthan,Delivery
308675,PO Ajmer 675,Ajmer,Rajasthan,Delivery
309863,PO Ajmer 863,Ajmer,Rajasthan,Non-Delivery
309885,PO Jaipur 885,Jaipur,Rajasthan,Delivery
309972,PO Ajmer 972,Ajmer,Rajasthan,Delivery
309216,PO Ajmer 216,Ajmer,Rajasthan,Delivery
310510,PO Ajmer 510,Ajmer,Rajasthan,Delivery
310980,PO Udaipur 980,Udaipur,Rajasthan,Delivery
311305,PO Kota 305,Kota,Rajasthan,Delivery
311062,PO Jodhpur 62,Jodhpur,Rajasthan,Delivery
311496,PO Kota 496,Kota,Rajasthan,Delivery
311622,PO Jodhpur 622,Jodhpur,Rajasthan,Delivery
311736,PO Udaipur 736,Udaipur,Rajasthan,Delivery
312999,PO Kota 999,Kota,Rajasthan,Delivery
312380,PO Ajmer 380,Ajmer,Rajasthan,Delivery
312327,PO Jodhpur 327,Jodhpur,Rajasthan,Delivery
312274,PO Kota 274,Kota,Rajasthan,Delivery
313052,PO Udaipur 52,Udaipur,Rajasthan,Delivery
313885,PO Ajmer 885,Ajmer,Rajasthan,Delivery
314834,PO Udaipur 834,Udaipur,Rajasthan,Delivery
314739,PO Udaipur 739,Udaipur,Rajasthan,Delivery
314164,PO Kota 164,Kota,Rajasthan,Delivery
315511,PO Udaipur 511,Udaipur,Rajasthan,Delivery
315093,PO Kota 93,Kota,Rajasthan,Delivery
315990,PO Jodhpur 990,Jodhpur,Rajasthan,Delivery
315362,PO Jaipur 362,Jaipur,Rajasthan,Delivery
315507,PO Ajmer 507,Ajmer,Rajasthan,Delivery
316293,PO Ajmer 293,Ajmer,Rajasthan,Non-Delivery
316111,PO Kota 111,Kota,Rajasthan,Delivery
316271,PO Udaipur 271,Udaipur,Rajasthan,Delivery
316375,PO Jaipur 375,Jaipur,Rajasthan,Delivery
316584,PO Ajmer 584,Ajmer,Rajasthan,Delivery
317076,PO Kota 76,Kota,Rajasthan,Delivery
317783,PO Ajmer 783,Ajmer,Rajasthan,Delivery
317639,PO Ajmer 639,Ajmer,Rajasthan,Delivery
317999,PO Jaipur 999,Jaipur,Rajasthan,Delivery
318572,PO Udaipur 572,Udaipur,Rajasthan,Delivery
318204,PO Ajmer 204,Ajmer,Rajasthan,Delivery
318513,PO Jaipur 513,Jaipur,Rajasthan,Non-Delivery
318141,PO Udaipur 141,Udaipur,Rajasthan,Delivery
319153,PO Ajmer 153,Ajmer,Rajasthan,Delivery
319144,PO Udaipur 144,Udaipur,Rajasthan,Delivery
319327,PO Jodhpur 327,Jodhpur,Rajasthan,Delivery
319632,PO Udaipur 632,Udaipur,Rajasthan,Delivery
319520,PO Ajmer 520,Ajmer,Rajasthan,Delivery
320487,PO Jaipur 487,Jaipur,Rajasthan,Delivery
320690,PO Jaipur 690,Jaipur,Rajasthan,Delivery
320598,PO Udaipur 598,Udaipur,Rajasthan,Delivery
320743,PO Jaipur 743,Jaipur,Rajasthan,Delivery
321991,PO Ajmer 991,Ajmer,Rajasthan,Delivery
321739,PO Jaipur 739,Jaipur,Rajasthan,Delivery
321175,PO Ajmer 175,Ajmer,Rajasthan,Delivery
321635,PO Kota 635,Kota,Rajasthan,Delivery
322033,PO Ajmer 33,Ajmer,Rajasthan,Delivery
322113,PO Jodhpur 113,Jodhpur,Rajasthan,Non-Delivery
322322,PO Kota 322,Kota,Rajasthan,Delivery
323421,PO Ajmer 421,Ajmer,Rajasthan,Delivery
323943,PO Kota 943,Kota,Rajasthan,Delivery
323754,PO Jaipur 754,Jaipur,Rajasthan,Delivery
324575,PO Udaipur 575,Udaipur,Rajasthan,Delivery
324490,PO Ajmer 490,Ajmer,Rajasthan,Delivery
324980,PO Jodhpur 980,Jodhpur,Rajasthan,Delivery
325560,PO Udaipur 560,Udaipur,Rajasthan,Delivery
325889,PO Udaipur 889,Udaipur,Rajasthan,Delivery
325197,PO Jodhpur 197,Jodhpur,Rajasthan,Delivery
325306,PO Jodhpur 306,Jodhpur,Rajasthan,Delivery
326790,PO Udaipur 790,Udaipur,Rajasthan,Delivery
326707,PO Kota 707,Kota,Rajasthan,Delivery
326358,PO Ajmer 358,Ajmer,Rajasthan,Delivery
326815,PO Udaipur 815,Udaipur,Rajasthan,Delivery
327918,PO Kota 918,Kota,Rajasthan,Delivery
327978,PO Jodhpur 978,Jodhpur,Rajasthan,Delivery
327295,PO Jaipur 295,Jaipur,Rajasthan,Delivery
327453,PO Udaipur 453,Udaipur,Rajasthan,Delivery
327220,PO Jodhpur 220,Jodhpur,Rajasthan,Delivery
328956,PO Ajmer 956,Ajmer,Rajasthan,Delivery
328141,PO Jaipur 141,Jaipur,Rajasthan,Delivery
328601,PO Jodhpur 601,Jodhpur,Rajasthan,Delivery
328686,PO Ajmer 686,Ajmer,Rajasthan,Delivery
329054,PO Jaipur 54,Jaipur,Rajasthan,Delivery
329735,PO Kota 735,Kota,Rajasthan,Delivery
329790,PO Jodhpur 790,Jodhpur,Rajasthan,Non-Delivery
330417,PO Kota 417,Kota,Rajasthan,Delivery
330205,PO Udaipur 205,Udaipur,Rajasthan,Delivery
330662,PO Jaipur 662,Jaipur,Rajasthan,Delivery
331668,PO Ajmer 668,Ajmer,Rajasthan,Delivery
331757,PO Jaipur 757,Jaipur,Rajasthan,Delivery
332428,PO Jodhpur 428,Jodhpur,Rajasthan,Delivery
332038,PO Kota 38,Kota,Rajasthan,Delivery
332191,PO Udaipur 191,Udaipur,Rajasthan,Delivery
333306,PO Ajmer 306,Ajmer,Rajasthan,Delivery
333951,PO Udaipur 951,Udaipur,Rajasthan,Delivery
334911,PO Jodhpur 911,Jodhpur,Rajasthan,Delivery
334480,PO Udaipur 480,Udaipur,Rajasthan,Delivery
334116,PO Udaipur 116,Udaipur,Rajasthan,Delivery
334470,PO Udaipur 470,Udaipur,Rajasthan,Delivery
334015,PO Udaipur 15,Udaipur,Rajasthan,Delivery
335180,PO Ajmer 180,Ajmer,Rajasthan,Delivery
335919,PO Kota 919,Kota,Rajasthan,Delivery
335528,PO Udaipur 528,Udaipur,Rajasthan,Delivery
336190,PO Jodhpur 190,Jodhpur,Rajasthan,Delivery
336959,PO Jodhpur 959,Jodhpur,Rajasthan,Non-Delivery
337242,PO Kota 242,Kota,Rajasthan,Delivery
337977,PO Udaipur 977,Udaipur,Rajasthan,Delivery
337741,PO Ajmer 741,Ajmer,Rajasthan,Non-Delivery
337670,PO Udaipur 670,Udaipur,Rajasthan,Delivery
337064,PO Jaipur 64,Jaipur,Rajasthan,Delivery
338416,PO Ajmer 416,Ajmer,Rajasthan,Delivery
338910,PO Udaipur 910,Udaipur,Rajasthan,Delivery
338655,PO Udaipur 655,Udaipur,Rajasthan,Delivery
339225,PO Jodhpur 225,Jodhpur,Rajasthan,Delivery
339466,PO Ajmer 466,Ajmer,Rajasthan,Delivery
339719,PO Ajmer 719,Ajmer,Rajasthan,Delivery
340781,PO Jodhpur 781,Jodhpur,Rajasthan,Delivery
340611,PO Jaipur 611,Jaipur,Rajasthan,Delivery
340541,PO Udaipur 541,Udaipur,Rajasthan,Delivery
341064,PO Ajmer 64,Ajmer,Rajasthan,Delivery
341208,PO Ajmer 208,Ajmer,Rajasthan,Delivery
342336,PO Ajmer 336,Ajmer,Rajasthan,Delivery
342697,PO Jodhpur 697,Jodhpur,Rajasthan,Delivery
342501,PO Jaipur 501,Jaipur,Rajasthan,Delivery
343829,PO Jaipur 829,Jaipur,Rajasthan,Delivery
343526,PO Kota 526,Kota,Rajasthan,Delivery
343060,PO Ajmer 60,Ajmer,Rajasthan,Delivery
343827,PO Udaipur 827,Udaipur,Rajasthan,Delivery
343406,PO Udaipur 406,Udaipur,Rajasthan,Delivery
344593,PO Jaipur 593,Jaipur,Rajasthan,Non-Delivery
344353,PO Jaipur 353,Jaipur,Rajasthan,Delivery
344062,PO Jaipur 62,Jaipur,Rajasthan,Delivery
345033,PO Udaipur 33,Udaipur,Rajasthan,Delivery
345788,PO Jodhpur 788,Jodhpur,Rajasthan,Delivery
345747,PO Kota 747,Kota,Rajasthan,Delivery
345913,PO Kota 913,Kota,Rajasthan,Delivery
345940,PO Kota 940,Kota,Rajasthan,Delivery
360670,PO Vadodara 670,Vadodara,Gujarat,Delivery
360551,PO Rajkot 551,Rajkot,Gujarat,Delivery
360746,PO Surat 746,Surat,Gujarat,Delivery
361306,PO Rajkot 306,Rajkot,Gujarat,Delivery
361558,PO Rajkot 558,Rajkot,Gujarat,Delivery
362254,PO Rajkot 254,Rajkot,Gujarat,Delivery
362283,PO Surat 283,Surat,Gujarat,Delivery
362743,PO Ahmedabad 743,Ahmedabad,Gujarat,Non-Delivery
363630,PO Ahmedabad 630,Ahmedabad,Gujarat,Delivery
363069,PO Ahmedabad 69,Ahmedabad,Gujarat,Delivery
363458,PO Bhavnagar 458,Bhavnagar,Gujarat,Delivery
363894,PO Ahmedabad 894,Ahmedabad,Gujarat,Delivery
363046,PO Rajkot 46,Rajkot,Gujarat,Delivery
364773,PO Ahmedabad 773,Ahmedabad,Gujarat,Delivery
364297,PO Surat 297,Surat,Gujarat,Delivery
364750,PO Bhavnagar 750,Bhavnagar,Gujarat,Delivery
365243,PO Vadodara 243,Vadodara,Gujarat,Delivery
365677,PO Bhavnagar 677,Bhavnagar,Gujarat,Delivery
365308,PO Vadodara 308,Vadodara,Gujarat,Delivery
365972,PO Bhavnagar 972,Bhavnagar,Gujarat,Delivery
366642,PO Rajkot 642,Rajkot,Gujarat,Delivery
366049,PO Vadodara 49,Vadodara,Gujarat,Delivery
366688,PO Rajkot 688,Rajkot,Gujarat,Delivery
367714,PO Rajkot 714,Rajkot,Gujarat,Delivery
367308,PO Rajkot 308,Rajkot,Gujarat,Delivery
367551,PO Rajkot 551,Rajkot,Gujarat,Delivery
367231,PO Vadodara 231,Vadodara,Gujarat,Delivery
368826,PO Rajkot 826,Rajkot,Gujarat,Delivery
368576,PO Rajkot 576,Rajkot,Gujarat,Delivery
368571,PO Bhavnagar 571,Bhavnagar,Gujarat,Delivery
369262,PO Surat 262,Surat,Gujarat,Delivery
369081,PO Rajkot 81,Rajkot,Gujarat,Delivery
369095,PO Bhavnagar 95,Bhavnagar,Gujarat,Delivery
370053,PO Vadodara 53,Vadodara,Gujarat,Delivery
370620,PO Bhavnagar 620,Bhavnagar,Gujarat,Non-Delivery
370075,PO Surat 75,Surat,Gujarat,Delivery
371491,PO Surat 491,Surat,Gujarat,Delivery
371341,PO Vadodara 341,Vadodara,Gujarat,Delivery
371016,PO Surat 16,Surat,Gujarat,Delivery
372765,PO Rajkot 765,Rajkot,Gujarat,Delivery
372713,PO Bhavnagar 713,Bhavnagar,Gujarat,Delivery
373938,PO Surat 938,Surat,Gujarat,Delivery
373795,PO Vadodara 795,Vadodara,Gujarat,Delivery
373547,PO Vadodara 547,Vadodara,Gujarat,Delivery
373369,PO Bhavnagar 369,Bhavnagar,Gujarat,Delivery
373478,PO Ahmedabad 478,Ahmedabad,Gujarat,Delivery
374780,PO Vadodara 780,Vadodara,Gujarat,Delivery
374380,PO Vadodara 380,Vadodara,Gujarat,Delivery
374577,PO Surat 577,Surat,Gujarat,Delivery
374017,PO Vadodara 17,Vadodara,Gujarat,Delivery
374599,PO Bhavnagar 599,Bhavnagar,Gujarat,Delivery
375157,PO Surat 157,Surat,Gujarat,Delivery
375389,PO Bhavnagar 389,Bhavnagar,Gujarat,Delivery
375512,PO Bhavnagar 512,Bhavnagar,Gujarat,Delivery
375702,PO Vadodara 702,Vadodara,Gujarat,Delivery
376990,PO Rajkot 990,Rajkot,Gujarat,Delivery
376751,PO Vadodara 751,Vadodara,Gujarat,Delivery
376738,PO Bhavnagar 738,Bhavnagar,Gujarat,Delivery
376939,PO Bhavnagar 939,Bhavnagar,Gujarat,Delivery
376981,PO Ahmedabad 981,Ahmedabad,Gujarat,Delivery
377968,PO Ahmedabad 968,Ahmedabad,Gujarat,Delivery
377423,PO Surat 423,Surat,Gujarat,Delivery
378070,PO Surat 70,Surat,Gujarat,Non-Delivery
378518,PO Rajkot 518,Rajkot,Gujarat,Delivery
378633,PO Bhavnagar 633,Bhavnagar,Gujarat,Delivery
379017,PO Ahmedabad 17,Ahmedabad,Gujarat,Delivery
379422,PO Ahmedabad 422,Ahmedabad,Gujarat,Non-Delivery
379740,PO Vadodara 740,Vadodara,Gujarat,Delivery
379294,PO Ahmedabad 294,Ahmedabad,Gujarat,Delivery
379715,PO Rajkot 715,Rajkot,Gujarat,Delivery
380110,PO Ahmedabad 110,Ahmedabad,Gujarat,Delivery
380247,PO Surat 247,Surat,Gujarat,Delivery
380259,PO Vadodara 259,Vadodara,Gujarat,Delivery
381081,PO Vadodara 81,Vadodara,Gujarat,Delivery
381471,PO Bhavnagar 471,Bhavnagar,Gujarat,Delivery
381714,PO Surat 714,Surat,Gujarat,Delivery
381848,PO Ahmedabad 848,Ahmedabad,Gujarat,Delivery
381879,PO Ahmedabad 879,Ahmedabad,Gujarat,Delivery
382387,PO Bhavnagar 387,Bhavnagar,Gujarat,Delivery
382653,PO Ahmedabad 653,Ahmedabad,Gujarat,Delivery
382085,PO Rajkot 85,Rajkot,Gujarat,Delivery
382661,PO Vadodara 661,Vadodara,Gujarat,Delivery
382879,PO Ahmedabad 879,Ahmedabad,Gujarat,Delivery
383236,PO Surat 236,Surat,Gujarat,Delivery
383709,PO Bhavnagar 709,Bhavnagar,Gujarat,Delivery
